id,host_since,property_type,room_type,price,number_of_reviews,review_scores_rating,reviews_per_month
7107984,11/2/14,Apartment,Entire home/apt,$85.00,19,82,6.79
4847493,12/17/14,Apartment,Private room,$122.00,59,94,6.78
2198953,10/13/13,Apartment,Entire home/apt,$125.00,9,98,6.75
464581,5/6/12,Apartment,Entire home/apt,$75.00,255,96,6.73
2479036,5/8/13,Apartment,Entire home/apt,$99.00,127,96,6.73
4611734,1/13/14,Apartment,Private room,$52.00,33,96,6.73
2139407,12/30/13,Apartment,Entire home/apt,$79.00,141,95,6.72
7698268,6/7/15,Apartment,Private room,$35.00,13,82,6.72
7698166,6/7/15,Apartment,Shared room,$25.00,13,91,6.72
7024073,1/31/13,Apartment,Private room,$58.00,19,92,6.71
7132740,7/2/15,Apartment,Private room,$86.00,20,96,6.67
6002188,4/13/15,Apartment,Private room,$50.00,33,88,6.64
7362843,1/27/15,Apartment,Entire home/apt,$159.00,17,99,6.62
6270466,4/24/15,Apartment,Private room,$47.00,32,88,6.62
6185146,4/6/15,Apartment,Entire home/apt,$137.00,34,92,6.62
492017,9/22/11,Apartment,Private room,$100.00,125,97,6.6
6820708,8/17/14,Apartment,Private room,$55.00,24,98,6.55
4784571,8/21/13,Apartment,Private room,$70.00,12,93,6.55
4612288,4/24/12,Apartment,Private room,$52.00,67,98,6.55
736366,7/21/12,Apartment,Private room,$55.00,231,89,6.53
5385968,9/1/14,Apartment,Private room,$115.00,32,99,6.49
7954619,8/19/15,Apartment,Private room,$40.00,8,100,6.49
7699433,6/7/15,Apartment,Shared room,$25.00,11,95,6.47
5297152,10/18/13,House,Private room,$80.00,42,97,6.43
6546757,5/26/15,Apartment,Private room,$76.00,25,90,6.41
6323397,2/16/15,Apartment,Shared room,$80.00,28,97,6.41
3433796,6/17/12,Apartment,Entire home/apt,$99.00,97,92,6.41
4092283,12/1/13,Apartment,Entire home/apt,$225.00,79,96,6.39
6465380,6/15/13,Apartment,Entire home/apt,$157.00,28,99,6.36
6255946,9/10/13,Apartment,Entire home/apt,$325.00,25,94,6.36
7729198,6/22/13,Condominium,Shared room,$50.00,7,100,6.36
4667333,2/20/13,House,Private room,$75.00,61,90,6.33
726376,6/17/12,Apartment,Entire home/apt,$99.00,227,93,6.33
3180755,5/16/12,Apartment,Entire home/apt,$120.00,99,96,6.33
7064250,6/27/15,Apartment,Entire home/apt,$125.00,12,95,6.32
3987824,8/28/14,Apartment,Entire home/apt,$110.00,41,97,6.31
6764833,6/9/15,Condominium,Private room,$50.00,23,93,6.22
7710555,6/15/13,Apartment,Entire home/apt,$130.00,12,95,6.21
7708953,7/13/15,House,Shared room,$15.00,12,95,6.21
2907500,1/12/14,House,Private room,$34.00,87,96,6.21
1183249,6/17/12,Apartment,Entire home/apt,$99.00,176,93,6.19
8066067,7/12/15,Apartment,Entire home/apt,$80.00,7,89,6.18
6913648,6/19/15,Condominium,Entire home/apt,$129.00,21,94,6.18
7511458,5/20/15,House,Shared room,$35.00,14,100,6.18
3422921,7/12/12,Apartment,Private room,$50.00,92,88,6.17
1504283,8/8/13,Apartment,Private room,$85.00,90,97,6.15
1171860,6/17/12,Apartment,Entire home/apt,$99.00,168,93,6.15
7730115,8/5/15,House,Entire home/apt,$83.00,8,95,6.15
6638505,5/30/15,Apartment,Private room,$50.00,18,82,6.14
1555590,10/12/12,House,Entire home/apt,$90.00,17,96,6.14
6992405,7/16/14,House,Private room,$60.00,19,99,6.13
7708438,7/28/15,Townhouse,Private room,$100.00,10,100,6.12
7018014,11/28/14,Apartment,Private room,$109.00,20,97,6.12
3440257,1/16/13,Loft,Entire home/apt,$168.00,91,98,6.11
6403380,2/2/13,Apartment,Entire home/apt,$110.00,26,100,6.09
7491802,6/16/15,Apartment,Shared room,$25.00,13,89,6.09
6185638,2/18/14,Apartment,Private room,$45.00,28,91,6.09
6220349,9/13/11,Apartment,Entire home/apt,$200.00,18,94,6.07
3756917,8/4/10,Apartment,Entire home/apt,$159.00,86,98,6.04
6065318,8/21/14,House,Private room,$69.00,31,99,6.04
6900863,6/18/15,Apartment,Entire home/apt,$130.00,18,93,6
7602011,12/29/14,Apartment,Private room,$49.00,13,100,6
8130340,1/25/12,Apartment,Private room,$65.00,6,97,6
8310869,9/3/15,Apartment,Entire home/apt,$100.00,6,97,6
2074627,8/10/12,Apartment,Private room,$56.00,6,90,6
8071805,8/26/15,Condominium,Private room,$129.00,6,97,6
8213632,7/20/15,Apartment,Entire home/apt,$162.00,6,90,6
6747057,5/1/14,Condominium,Entire home/apt,$500.00,18,97,6
6644248,6/1/15,Apartment,Entire home/apt,$135.00,21,97,6
7893966,10/10/14,Apartment,Private room,$85.00,8,93,6
7809002,8/10/15,Apartment,Entire home/apt,$110.00,10,84,6
4950123,12/26/13,Apartment,Private room,$114.00,46,99,6
7939543,9/27/13,Apartment,Entire home/apt,$59.00,6,97,6
5883905,6/15/14,Apartment,Private room,$125.00,30,95,6
8070936,8/31/13,Apartment,Private room,$85.00,6,100,6
7972224,8/5/15,Condominium,Entire home/apt,$199.00,6,90,6
7599184,7/28/15,Apartment,Private room,$38.00,6,83,6
7842536,8/12/15,Apartment,Entire home/apt,$79.00,6,83,6
6014028,4/14/15,House,Private room,$100.00,32,96,6
8187560,5/31/11,House,Private room,$70.00,6,93,6
7919611,8/17/15,Apartment,Entire home/apt,$77.00,6,97,6
8151198,1/7/14,Apartment,Private room,$59.00,6,97,6
8099577,8/5/14,House,Private room,$50.00,6,100,6
8306409,8/29/15,Apartment,Private room,$62.00,6,93,6
7591555,2/26/14,Apartment,Private room,$44.00,6,100,6
6957460,10/6/14,Apartment,Private room,$45.00,18,90,6
8162495,3/5/13,Loft,Private room,$78.00,6,100,6
7582520,8/31/11,House,Entire home/apt,$100.00,6,100,6
4423947,10/30/13,House,Private room,$70.00,67,98,5.98
6216484,4/30/15,Apartment,Private room,$60.00,30,99,5.96
6451385,3/13/15,Apartment,Entire home/apt,$70.00,22,95,5.95
6324363,3/15/12,Condominium,Entire home/apt,$145.00,25,98,5.95
6057908,8/14/09,Apartment,Entire home/apt,$185.00,25,94,5.95
5117490,11/15/11,Apartment,Private room,$80.00,45,98,5.92
6404370,5/14/15,Apartment,Private room,$65.00,25,98,5.91
6447131,3/26/13,Apartment,Entire home/apt,$280.00,24,96,5.9
7457127,8/20/11,Apartment,Private room,$50.00,12,93,5.9
4288256,1/9/14,Apartment,Private room,$90.00,62,96,5.9
6953009,5/3/15,Apartment,Entire home/apt,$100.00,19,98,5.88
4852830,5/17/11,House,Private room,$138.00,42,97,5.86
5966056,10/28/13,Condominium,Private room,$55.00,25,96,5.86
5595149,3/9/15,Apartment,Entire home/apt,$100.00,38,88,5.85
3731110,7/28/14,Apartment,Entire home/apt,$114.00,31,93,5.85
7747907,8/6/15,Condominium,Private room,$95.00,8,98,5.85
6412050,1/6/15,Apartment,Private room,$55.00,22,93,5.84
7498717,5/30/13,Apartment,Private room,$60.00,14,93,5.83
7062359,1/15/14,Apartment,Entire home/apt,$163.00,18,94,5.81
4457568,10/30/13,House,Private room,$70.00,59,98,5.8
5462124,11/5/12,Apartment,Entire home/apt,$156.00,40,95,5.8
4053891,3/6/14,Apartment,Entire home/apt,$85.00,74,93,5.8
3811926,1/12/14,House,Private room,$34.00,81,94,5.8
2570620,9/27/11,Apartment,Entire home/apt,$65.00,96,95,5.77
908325,3/12/12,Apartment,Entire home/apt,$125.00,184,95,5.76
4911898,9/19/11,Apartment,Entire home/apt,$190.00,38,98,5.76
6869971,6/15/15,Apartment,Private room,$75.00,19,97,5.76
7419513,7/18/15,Apartment,Entire home/apt,$75.00,14,96,5.75
7243355,4/30/14,Condominium,Private room,$69.00,14,96,5.75
5457706,6/20/13,Apartment,Entire home/apt,$150.00,36,97,5.74
7596630,7/28/15,Bed & Breakfast,Private room,$90.00,8,100,5.71
6345940,1/4/13,Apartment,Entire home/apt,$275.00,27,96,5.7
3497176,7/3/14,Apartment,Private room,$40.00,76,92,5.7
