id,host_since,property_type,room_type,price,number_of_reviews,review_scores_rating,reviews_per_month
240509,10/4/11,House,Private room,$59.00,57,88,3.08
958401,2/24/13,House,Entire home/apt,$400.00,6,88,0.19
4654381,6/10/14,House,Entire home/apt,$120.00,8,88,1.03
5372968,1/20/14,Apartment,Entire home/apt,$99.00,21,88,2.66
5309406,2/6/15,House,Private room,$100.00,5,88,0.63
951405,1/9/13,House,Entire home/apt,$229.00,7,88,0.35
2253306,11/26/12,Apartment,Entire home/apt,$150.00,5,88,0.25
5375637,6/30/13,Apartment,Entire home/apt,$155.00,5,88,0.66
6792049,6/10/15,Apartment,Shared room,$40.00,5,88,1.53
5364571,6/17/11,House,Entire home/apt,$118.00,6,88,0.76
3398517,3/13/14,Apartment,Entire home/apt,$85.00,54,88,3.27
6289396,4/30/15,House,Private room,$67.00,8,88,1.71
1585933,8/27/13,Apartment,Entire home/apt,$189.00,10,88,0.5
8252940,9/6/15,House,Private room,$36.00,5,88,2.73
6369694,4/6/15,Apartment,Private room,$40.00,15,88,2.62
7026219,12/5/13,Apartment,Private room,$45.00,5,88,2.31
4012020,12/21/11,House,Entire home/apt,$175.00,5,88,0.66
2722532,1/22/13,Apartment,Private room,$33.00,21,88,3.5
5247943,2/3/15,House,Entire home/apt,$499.00,23,88,2.63
8054795,2/6/12,Apartment,Entire home/apt,$125.00,13,88,6.09
330705,2/2/12,House,Private room,$300.00,1,89,0.02
3405447,6/23/14,House,Entire home/apt,$225.00,7,89,1.14
783943,5/15/12,House,Private room,$60.00,20,89,0.55
503809,5/28/12,House,Entire home/apt,$116.00,46,89,3.8
5372075,2/3/11,Loft,Entire home/apt,$88.00,28,89,3.32
2423738,2/19/14,Loft,Entire home/apt,$175.00,18,89,1.35
2050574,1/9/13,House,Entire home/apt,$499.00,10,89,0.5
2466517,7/4/13,Apartment,Entire home/apt,$250.00,1,89,0.05
5134485,1/22/15,Apartment,Entire home/apt,$120.00,41,89,4.39
4588823,11/15/14,House,Entire home/apt,$350.00,7,89,0.85
5434354,11/30/13,House,Entire home/apt,$179.00,11,89,2.58
3603024,7/15/14,House,Entire home/apt,$89.00,44,89,3.31
76309,2/23/11,House,Private room,$85.00,8,89,0.14
315378,6/9/11,House,Private room,$36.00,27,89,0.61
4294281,9/16/13,Apartment,Entire home/apt,$145.00,10,89,0.79
385526,10/29/11,House,Private room,$89.00,29,89,0.71
14765,11/27/09,House,Entire home/apt,$240.00,9,89,0.28
